synthetic_id,evidence_config,true_model,seed,primary_available,secondary_available,noise_sigma,disorder_sigma_Tc_K,normalization_sigma,generator_note
primary_secondary_M1_seed_0074,primary_secondary,M1,74,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0075,primary_secondary,M1,75,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0076,primary_secondary,M1,76,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0077,primary_secondary,M1,77,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0078,primary_secondary,M1,78,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0079,primary_secondary,M1,79,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M1_seed_0080,primary_secondary,M1,80,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0001,primary_secondary,M2,1,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0002,primary_secondary,M2,2,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0003,primary_secondary,M2,3,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0004,primary_secondary,M2,4,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0005,primary_secondary,M2,5,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0006,primary_secondary,M2,6,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0007,primary_secondary,M2,7,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0008,primary_secondary,M2,8,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0009,primary_secondary,M2,9,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0010,primary_secondary,M2,10,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0011,primary_secondary,M2,11,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0012,primary_secondary,M2,12,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0013,primary_secondary,M2,13,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0014,primary_secondary,M2,14,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0015,primary_secondary,M2,15,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0016,primary_secondary,M2,16,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0017,primary_secondary,M2,17,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0018,primary_secondary,M2,18,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0019,primary_secondary,M2,19,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0020,primary_secondary,M2,20,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0021,primary_secondary,M2,21,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0022,primary_secondary,M2,22,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0023,primary_secondary,M2,23,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0024,primary_secondary,M2,24,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0025,primary_secondary,M2,25,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0026,primary_secondary,M2,26,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0027,primary_secondary,M2,27,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0028,primary_secondary,M2,28,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0029,primary_secondary,M2,29,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0030,primary_secondary,M2,30,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0031,primary_secondary,M2,31,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0032,primary_secondary,M2,32,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0033,primary_secondary,M2,33,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0034,primary_secondary,M2,34,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0035,primary_secondary,M2,35,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0036,primary_secondary,M2,36,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0037,primary_secondary,M2,37,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0038,primary_secondary,M2,38,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0039,primary_secondary,M2,39,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0040,primary_secondary,M2,40,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0041,primary_secondary,M2,41,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0042,primary_secondary,M2,42,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0043,primary_secondary,M2,43,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0044,primary_secondary,M2,44,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0045,primary_secondary,M2,45,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0046,primary_secondary,M2,46,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0047,primary_secondary,M2,47,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0048,primary_secondary,M2,48,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0049,primary_secondary,M2,49,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0050,primary_secondary,M2,50,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0051,primary_secondary,M2,51,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0052,primary_secondary,M2,52,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0053,primary_secondary,M2,53,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0054,primary_secondary,M2,54,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0055,primary_secondary,M2,55,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0056,primary_secondary,M2,56,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0057,primary_secondary,M2,57,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0058,primary_secondary,M2,58,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0059,primary_secondary,M2,59,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0060,primary_secondary,M2,60,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0061,primary_secondary,M2,61,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0062,primary_secondary,M2,62,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0063,primary_secondary,M2,63,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0064,primary_secondary,M2,64,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0065,primary_secondary,M2,65,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0066,primary_secondary,M2,66,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0067,primary_secondary,M2,67,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0068,primary_secondary,M2,68,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0069,primary_secondary,M2,69,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0070,primary_secondary,M2,70,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0071,primary_secondary,M2,71,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0072,primary_secondary,M2,72,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0073,primary_secondary,M2,73,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0074,primary_secondary,M2,74,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0075,primary_secondary,M2,75,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0076,primary_secondary,M2,76,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0077,primary_secondary,M2,77,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0078,primary_secondary,M2,78,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0079,primary_secondary,M2,79,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_M2_seed_0080,primary_secondary,M2,80,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0001,primary_secondary,mixed,1,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0002,primary_secondary,mixed,2,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0003,primary_secondary,mixed,3,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0004,primary_secondary,mixed,4,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0005,primary_secondary,mixed,5,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0006,primary_secondary,mixed,6,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0007,primary_secondary,mixed,7,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0008,primary_secondary,mixed,8,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0009,primary_secondary,mixed,9,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0010,primary_secondary,mixed,10,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0011,primary_secondary,mixed,11,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0012,primary_secondary,mixed,12,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0013,primary_secondary,mixed,13,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0014,primary_secondary,mixed,14,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0015,primary_secondary,mixed,15,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0016,primary_secondary,mixed,16,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0017,primary_secondary,mixed,17,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0018,primary_secondary,mixed,18,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0019,primary_secondary,mixed,19,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0020,primary_secondary,mixed,20,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0021,primary_secondary,mixed,21,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0022,primary_secondary,mixed,22,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0023,primary_secondary,mixed,23,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0024,primary_secondary,mixed,24,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0025,primary_secondary,mixed,25,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0026,primary_secondary,mixed,26,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0027,primary_secondary,mixed,27,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0028,primary_secondary,mixed,28,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0029,primary_secondary,mixed,29,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0030,primary_secondary,mixed,30,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0031,primary_secondary,mixed,31,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0032,primary_secondary,mixed,32,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0033,primary_secondary,mixed,33,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0034,primary_secondary,mixed,34,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0035,primary_secondary,mixed,35,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0036,primary_secondary,mixed,36,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0037,primary_secondary,mixed,37,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0038,primary_secondary,mixed,38,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0039,primary_secondary,mixed,39,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0040,primary_secondary,mixed,40,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0041,primary_secondary,mixed,41,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0042,primary_secondary,mixed,42,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0043,primary_secondary,mixed,43,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0044,primary_secondary,mixed,44,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0045,primary_secondary,mixed,45,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0046,primary_secondary,mixed,46,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0047,primary_secondary,mixed,47,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0048,primary_secondary,mixed,48,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0049,primary_secondary,mixed,49,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0050,primary_secondary,mixed,50,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0051,primary_secondary,mixed,51,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0052,primary_secondary,mixed,52,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0053,primary_secondary,mixed,53,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0054,primary_secondary,mixed,54,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0055,primary_secondary,mixed,55,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0056,primary_secondary,mixed,56,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0057,primary_secondary,mixed,57,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0058,primary_secondary,mixed,58,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0059,primary_secondary,mixed,59,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0060,primary_secondary,mixed,60,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0061,primary_secondary,mixed,61,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0062,primary_secondary,mixed,62,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0063,primary_secondary,mixed,63,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0064,primary_secondary,mixed,64,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0065,primary_secondary,mixed,65,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0066,primary_secondary,mixed,66,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0067,primary_secondary,mixed,67,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0068,primary_secondary,mixed,68,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0069,primary_secondary,mixed,69,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0070,primary_secondary,mixed,70,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0071,primary_secondary,mixed,71,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0072,primary_secondary,mixed,72,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0073,primary_secondary,mixed,73,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0074,primary_secondary,mixed,74,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0075,primary_secondary,mixed,75,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0076,primary_secondary,mixed,76,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0077,primary_secondary,mixed,77,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0078,primary_secondary,mixed,78,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0079,primary_secondary,mixed,79,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_secondary_mixed_seed_0080,primary_secondary,mixed,80,1,1,0.004,0.0105,0.00375,parametric normalized R(T) with known model class
primary_noise_M0_seed_0001,primary_noise,M0,1,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0002,primary_noise,M0,2,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0003,primary_noise,M0,3,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0004,primary_noise,M0,4,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0005,primary_noise,M0,5,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0006,primary_noise,M0,6,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0007,primary_noise,M0,7,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0008,primary_noise,M0,8,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0009,primary_noise,M0,9,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0010,primary_noise,M0,10,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0011,primary_noise,M0,11,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0012,primary_noise,M0,12,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0013,primary_noise,M0,13,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0014,primary_noise,M0,14,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0015,primary_noise,M0,15,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0016,primary_noise,M0,16,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0017,primary_noise,M0,17,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0018,primary_noise,M0,18,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0019,primary_noise,M0,19,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0020,primary_noise,M0,20,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0021,primary_noise,M0,21,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0022,primary_noise,M0,22,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0023,primary_noise,M0,23,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0024,primary_noise,M0,24,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0025,primary_noise,M0,25,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0026,primary_noise,M0,26,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0027,primary_noise,M0,27,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0028,primary_noise,M0,28,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0029,primary_noise,M0,29,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0030,primary_noise,M0,30,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0031,primary_noise,M0,31,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0032,primary_noise,M0,32,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0033,primary_noise,M0,33,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0034,primary_noise,M0,34,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0035,primary_noise,M0,35,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0036,primary_noise,M0,36,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0037,primary_noise,M0,37,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0038,primary_noise,M0,38,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0039,primary_noise,M0,39,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0040,primary_noise,M0,40,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0041,primary_noise,M0,41,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0042,primary_noise,M0,42,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0043,primary_noise,M0,43,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0044,primary_noise,M0,44,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0045,primary_noise,M0,45,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0046,primary_noise,M0,46,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0047,primary_noise,M0,47,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0048,primary_noise,M0,48,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0049,primary_noise,M0,49,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0050,primary_noise,M0,50,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0051,primary_noise,M0,51,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0052,primary_noise,M0,52,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0053,primary_noise,M0,53,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0054,primary_noise,M0,54,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0055,primary_noise,M0,55,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0056,primary_noise,M0,56,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0057,primary_noise,M0,57,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0058,primary_noise,M0,58,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0059,primary_noise,M0,59,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0060,primary_noise,M0,60,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
primary_noise_M0_seed_0061,primary_noise,M0,61,1,0,0.015,0.0105,0.015,parametric normalized R(T) with known model class
